Year,Month,State,County,Rate
2012,June,Michigan,Keweenaw County,12.4
2012,June,Michigan,Ogemaw County,11.1
2012,June,Michigan,Leelanau County,7.5
2012,June,Michigan,Midland County,8.4
2012,June,Michigan,Antrim County,10.6
2012,June,Michigan,Ontonagon County,14.2
2012,June,Michigan,Newaygo County,9.5
2012,June,Michigan,Kent County,7.5
2012,June,Michigan,Presque Isle County,12.8
2012,June,Michigan,Luce County,10.5
2012,June,Michigan,Van Buren County,10.9
2012,September,Michigan,Livingston County,7.2
2012,September,Michigan,Clare County,10.3
2012,September,Michigan,Macomb County,9.3
2012,September,Michigan,Baraga County,12.4
2012,September,Michigan,Mason County,8.1
2012,September,Michigan,Eaton County,6.1
2012,September,Michigan,Calhoun County,7.5
2012,September,Michigan,Iosco County,9.3
2012,September,Michigan,Benzie County,8.6
2012,September,Michigan,Alcona County,10.6
2012,September,Michigan,Alger County,9.4
2012,September,Michigan,Gladwin County,10.5
2012,September,Michigan,Huron County,6.4
2012,September,Michigan,Mecosta County,8.7
2012,September,Michigan,Menominee County,7.1
2012,September,Michigan,Marquette County,6.6
2012,September,Michigan,Gratiot County,7.9
2012,September,Michigan,Kalkaska County,9.6
2012,September,Michigan,Montmorency County,13.9
2012,September,Michigan,Saint Joseph County,7.9
2012,September,Michigan,Charlevoix County,9.2
2012,September,Michigan,Mackinac County,4.5
2012,September,Michigan,Washtenaw County,5.5
2012,September,Michigan,Dickinson County,7.4
2012,September,Michigan,Barry County,6
2012,September,Michigan,Arenac County,10.8
2012,September,Michigan,Tuscola County,9.2
2012,September,Michigan,Oscoda County,13.4
2012,September,Michigan,Wayne County,11.4
2012,September,Michigan,Roscommon County,11.2
2012,September,Michigan,Alpena County,8.2
2012,September,Michigan,Jackson County,7.8
2012,September,Michigan,Saginaw County,8.4
2012,September,Michigan,Missaukee County,8.1
2012,September,Michigan,Genesee County,9.3
2012,September,Michigan,Hillsdale County,8.3
2012,September,Michigan,Cheboygan County,5.9
2012,September,Michigan,Wexford County,10
2012,September,Michigan,Berrien County,8.1
2012,September,Michigan,Oceana County,10.1
2012,September,Michigan,Oakland County,7.8
2012,September,Michigan,Lapeer County,10.5
2012,September,Michigan,Cass County,7.4
2012,September,Michigan,Allegan County,6.3
2012,September,Michigan,Crawford County,10.1
2012,September,Michigan,Bay County,7.6
2012,September,Michigan,Emmet County,9.4
2012,September,Michigan,Grand Traverse County,7
2012,September,Michigan,Isabella County,6.4
2012,September,Michigan,Houghton County,7.3
2012,September,Michigan,Muskegon County,9.3
2012,September,Michigan,Lake County,11.7
2012,September,Michigan,Chippewa County,8.2
2012,September,Michigan,Clinton County,5.4
2012,September,Michigan,Manistee County,9
2012,September,Michigan,Osceola County,8.7
2012,September,Michigan,Ottawa County,5.8
2012,September,Michigan,Lenawee County,7.4
2012,September,Michigan,Ionia County,7.5
2012,September,Michigan,Sanilac County,9.2
2012,September,Michigan,Gogebic County,9.9
2012,September,Michigan,Delta County,8.3
2012,September,Michigan,Otsego County,9.2
2012,September,Michigan,Montcalm County,9.1
2012,September,Michigan,Monroe County,7
2012,September,Michigan,Shiawassee County,8.7
2012,September,Michigan,Iron County,8
2012,September,Michigan,Ingham County,7.1
2012,September,Michigan,Branch County,7.9
2012,September,Michigan,Saint Clair County,10.9
2012,September,Michigan,Schoolcraft County,10
2012,September,Michigan,Kalamazoo County,6.6
2012,September,Michigan,Keweenaw County,9.3
2012,September,Michigan,Ogemaw County,9.4
2012,September,Michigan,Leelanau County,6.3
2012,September,Michigan,Midland County,6.8
2012,September,Michigan,Antrim County,9.5
2012,September,Michigan,Ontonagon County,11
2012,September,Michigan,Newaygo County,7.9
2012,September,Michigan,Kent County,6.1
2012,September,Michigan,Presque Isle County,11
2012,September,Michigan,Luce County,9.9
2012,September,Michigan,Van Buren County,9.3
2012,April,Michigan,Livingston County,7
2012,April,Michigan,Clare County,11.2
2012,April,Michigan,Macomb County,8.7
2012,April,Michigan,Baraga County,14.1
2012,April,Michigan,Mason County,9
2012,April,Michigan,Eaton County,6.4
2012,April,Michigan,Calhoun County,7.8
2012,April,Michigan,Iosco County,11.3
2012,April,Michigan,Benzie County,10.3
2012,April,Michigan,Alcona County,12.4
2012,April,Michigan,Alger County,12.9
2012,April,Michigan,Gladwin County,11.1
2012,April,Michigan,Huron County,7.7
2012,April,Michigan,Mecosta County,9
2012,April,Michigan,Menominee County,7.7
2012,April,Michigan,Marquette County,7.8
2012,April,Michigan,Gratiot County,8.3
2012,April,Michigan,Kalkaska County,11.3
2012,April,Michigan,Montmorency County,16.2
2012,April,Michigan,Saint Joseph County,8.3
2012,April,Michigan,Charlevoix County,10.7
2012,April,Michigan,Mackinac County,14
2012,April,Michigan,Washtenaw County,5.4
2012,April,Michigan,Dickinson County,8.2
2012,April,Michigan,Barry County,6.3
2012,April,Michigan,Arenac County,12.2
2012,April,Michigan,Tuscola County,10
2012,April,Michigan,Oscoda County,15.2
2012,April,Michigan,Wayne County,10.3
2012,April,Michigan,Roscommon County,12.9
2012,April,Michigan,Alpena County,9.2
2012,April,Michigan,Jackson County,7.8
2012,April,Michigan,Saginaw County,8.6
2012,April,Michigan,Missaukee County,9.4
2012,April,Michigan,Genesee County,9.2
2012,April,Michigan,Hillsdale County,8.3
2012,April,Michigan,Cheboygan County,13.7
2012,April,Michigan,Wexford County,10.4
2012,April,Michigan,Berrien County,8.4
2012,April,Michigan,Oceana County,12
2012,April,Michigan,Oakland County,7.3
2012,April,Michigan,Lapeer County,10.4
2012,April,Michigan,Cass County,7.8
2012,April,Michigan,Allegan County,7.1
2012,April,Michigan,Crawford County,11.5
2012,April,Michigan,Bay County,8.3
2012,April,Michigan,Emmet County,13
2012,April,Michigan,Grand Traverse County,8.1
2012,April,Michigan,Isabella County,6.8
2012,April,Michigan,Houghton County,9
2012,April,Michigan,Muskegon County,9.3
2012,April,Michigan,Lake County,12.3
2012,April,Michigan,Chippewa County,9.7
2012,April,Michigan,Clinton County,5.5
2012,April,Michigan,Manistee County,10.7
2012,April,Michigan,Osceola County,8.9
2012,April,Michigan,Ottawa County,6
2012,April,Michigan,Lenawee County,7.8
2012,April,Michigan,Ionia County,7.9
2012,April,Michigan,Sanilac County,10.1
2012,April,Michigan,Gogebic County,11.5
2012,April,Michigan,Delta County,9.4
2012,April,Michigan,Otsego County,10.9
2012,April,Michigan,Montcalm County,9.6
2012,April,Michigan,Monroe County,7.3
2012,April,Michigan,Shiawassee County,8.8
2012,April,Michigan,Iron County,9.9
2012,April,Michigan,Ingham County,7.1
2012,April,Michigan,Branch County,8.1
2012,April,Michigan,Saint Clair County,10.5
2012,April,Michigan,Schoolcraft County,12.5
2012,April,Michigan,Kalamazoo County,6.6
2012,April,Michigan,Keweenaw County,13.8
2012,April,Michigan,Ogemaw County,11.1
2012,April,Michigan,Leelanau County,7.7
2012,April,Michigan,Midland County,7.3
2012,April,Michigan,Antrim County,11.9
2012,April,Michigan,Ontonagon County,14
2012,April,Michigan,Newaygo County,8.5
2012,April,Michigan,Kent County,6.3
2012,April,Michigan,Presque Isle County,14.9
2012,April,Michigan,Luce County,10.4
2012,April,Michigan,Van Buren County,9.7
2012,December,Michigan,Livingston County,7.5
2012,December,Michigan,Clare County,11.6
2012,December,Michigan,Macomb County,9.3
2012,December,Michigan,Baraga County,14.8
2012,December,Michigan,Mason County,9.9
2012,December,Michigan,Eaton County,6.4
2012,December,Michigan,Calhoun County,7.8
2012,December,Michigan,Iosco County,11.2
2012,December,Michigan,Benzie County,10.7
2012,December,Michigan,Alcona County,13.2
2012,December,Michigan,Alger County,12.5
2012,December,Michigan,Gladwin County,11.4
2012,December,Michigan,Huron County,8.2
2012,December,Michigan,Mecosta County,9.7
2012,December,Michigan,Menominee County,7.9
2012,December,Michigan,Marquette County,7.4
2012,December,Michigan,Gratiot County,8.5
2012,December,Michigan,Kalkaska County,11.8
2012,December,Michigan,Montmorency County,16.6
2012,December,Michigan,Saint Joseph County,8
2012,December,Michigan,Charlevoix County,11.3
2012,December,Michigan,Mackinac County,20.6
2012,December,Michigan,Washtenaw County,5.4
2012,December,Michigan,Dickinson County,8.3
2012,December,Michigan,Barry County,6.6
2012,December,Michigan,Arenac County,13.2
2012,December,Michigan,Tuscola County,10.1
2012,December,Michigan,Oscoda County,15.9
2012,December,Michigan,Wayne County,11.2
2012,December,Michigan,Roscommon County,14.1
2012,December,Michigan,Alpena County,9.7
2012,December,Michigan,Jackson County,8.1
2012,December,Michigan,Saginaw County,8.8
2012,December,Michigan,Missaukee County,9.3
2012,December,Michigan,Genesee County,9.5
2012,December,Michigan,Hillsdale County,8.8
2012,December,Michigan,Cheboygan County,15.6
2012,December,Michigan,Wexford County,10.8
2012,December,Michigan,Berrien County,8.8
2012,December,Michigan,Oceana County,13.6
2012,December,Michigan,Oakland County,7.7
2012,December,Michigan,Lapeer County,11.9
2012,December,Michigan,Cass County,8.1
2012,December,Michigan,Allegan County,7
2012,December,Michigan,Crawford County,11.9
2012,December,Michigan,Bay County,8.5
2012,December,Michigan,Emmet County,12.7
2012,December,Michigan,Grand Traverse County,8.1
2012,December,Michigan,Isabella County,6.8
2012,December,Michigan,Houghton County,8.5
2012,December,Michigan,Muskegon County,9.6
2012,December,Michigan,Lake County,13.4
2012,December,Michigan,Chippewa County,10.2
2012,December,Michigan,Clinton County,5.8
2012,December,Michigan,Manistee County,11.2
2012,December,Michigan,Osceola County,10
2012,December,Michigan,Ottawa County,6.1
2012,December,Michigan,Lenawee County,7.8
2012,December,Michigan,Ionia County,7.8
2012,December,Michigan,Sanilac County,10.2
2012,December,Michigan,Gogebic County,10.4
2012,December,Michigan,Delta County,10.3
2012,December,Michigan,Otsego County,10.7
2012,December,Michigan,Montcalm County,9.5
2012,December,Michigan,Monroe County,7.2
2012,December,Michigan,Shiawassee County,9.3
2012,December,Michigan,Iron County,9.9
2012,December,Michigan,Ingham County,7.2
2012,December,Michigan,Branch County,8.4
2012,December,Michigan,Saint Clair County,11.5
2012,December,Michigan,Schoolcraft County,13
2012,December,Michigan,Kalamazoo County,6.9
2012,December,Michigan,Keweenaw County,14.4
2012,December,Michigan,Ogemaw County,11.6
2012,December,Michigan,Leelanau County,8.6
2012,December,Michigan,Midland County,7.3
2012,December,Michigan,Antrim County,12.7
2012,December,Michigan,Ontonagon County,13.1
2012,December,Michigan,Newaygo County,8.9
2012,December,Michigan,Kent County,6.3
2012,December,Michigan,Presque Isle County,15.4
2012,December,Michigan,Luce County,11.9
2012,December,Michigan,Van Buren County,10.7
2012,July,Michigan,Livingston County,9.1
2012,July,Michigan,Clare County,13.2
2012,July,Michigan,Macomb County,11.4
2012,July,Michigan,Baraga County,15.1
2012,July,Michigan,Mason County,9.9
2012,July,Michigan,Eaton County,8.6
2012,July,Michigan,Calhoun County,10.1
2012,July,Michigan,Iosco County,11.9
2012,July,Michigan,Benzie County,10
2012,July,Michigan,Alcona County,13.6
2012,July,Michigan,Alger County,11.6
2012,July,Michigan,Gladwin County,13.1
2012,July,Michigan,Huron County,9.2
2012,July,Michigan,Mecosta County,12.5
2012,July,Michigan,Menominee County,9.1
2012,July,Michigan,Marquette County,10
2012,July,Michigan,Gratiot County,11.2
2012,July,Michigan,Kalkaska County,11.8
2012,July,Michigan,Montmorency County,16.3
2012,July,Michigan,Saint Joseph County,10.7
2012,July,Michigan,Charlevoix County,10.7
2012,July,Michigan,Mackinac County,5.4
2012,July,Michigan,Washtenaw County,7.7
2012,July,Michigan,Dickinson County,9.8
2012,July,Michigan,Barry County,8
2012,July,Michigan,Arenac County,13.1
2012,July,Michigan,Tuscola County,12.4
2012,July,Michigan,Oscoda County,16.4
2012,July,Michigan,Wayne County,13.8
2012,July,Michigan,Roscommon County,14.3
2012,July,Michigan,Alpena County,10.8
2012,July,Michigan,Jackson County,10.1
2012,July,Michigan,Saginaw County,10.9
2012,July,Michigan,Missaukee County,10.7
2012,July,Michigan,Genesee County,12
2012,July,Michigan,Hillsdale County,11.1
2012,July,Michigan,Cheboygan County,8.1
2012,July,Michigan,Wexford County,12.2
2012,July,Michigan,Berrien County,10.5
2012,July,Michigan,Oceana County,12.3
2012,July,Michigan,Oakland County,9.8
2012,July,Michigan,Lapeer County,13.1
2012,July,Michigan,Cass County,10.1
2012,July,Michigan,Allegan County,8.4
2012,July,Michigan,Crawford County,12.3
2012,July,Michigan,Bay County,10
2012,July,Michigan,Emmet County,11
2012,July,Michigan,Grand Traverse County,8.6
2012,July,Michigan,Isabella County,9.4
2012,July,Michigan,Houghton County,10.6
2012,July,Michigan,Muskegon County,11.5
2012,July,Michigan,Lake County,14.1
2012,July,Michigan,Chippewa County,10.8
2012,July,Michigan,Clinton County,7.5
2012,July,Michigan,Manistee County,11
2012,July,Michigan,Osceola County,11.6
2012,July,Michigan,Ottawa County,8
2012,July,Michigan,Lenawee County,10.3
2012,July,Michigan,Ionia County,10.3
2012,July,Michigan,Sanilac County,11.8
2012,July,Michigan,Gogebic County,12.7
2012,July,Michigan,Delta County,10.7
2012,July,Michigan,Otsego County,11.3
2012,July,Michigan,Montcalm County,12
2012,July,Michigan,Monroe County,9.5
2012,July,Michigan,Shiawassee County,11.2
2012,July,Michigan,Iron County,10.1
2012,July,Michigan,Ingham County,9.9
2012,July,Michigan,Branch County,10.3
2012,July,Michigan,Saint Clair County,13.4
2012,July,Michigan,Schoolcraft County,13
2012,July,Michigan,Kalamazoo County,8.8
2012,July,Michigan,Keweenaw County,12.4
2012,July,Michigan,Ogemaw County,11.8
2012,July,Michigan,Leelanau County,7.9
2012,July,Michigan,Midland County,9.2
2012,July,Michigan,Antrim County,10.9
2012,July,Michigan,Ontonagon County,14.4
2012,July,Michigan,Newaygo County,10.5
2012,July,Michigan,Kent County,8.2
2012,July,Michigan,Presque Isle County,13.6
2012,July,Michigan,Luce County,11.4
2012,July,Michigan,Van Buren County,11.6
2012,November,Michigan,Livingston County,6.6
2012,November,Michigan,Clare County,10.2
2012,November,Michigan,Macomb County,8.5
2012,November,Michigan,Baraga County,12.4
2012,November,Michigan,Mason County,8.7
2012,November,Michigan,Eaton County,5.6
2012,November,Michigan,Calhoun County,7
2012,November,Michigan,Iosco County,9.3
2012,November,Michigan,Benzie County,9.4
2012,November,Michigan,Alcona County,11.4
2012,November,Michigan,Alger County,10.8
2012,November,Michigan,Gladwin County,10.3
2012,November,Michigan,Huron County,6.6
2012,November,Michigan,Mecosta County,8.5
2012,November,Michigan,Menominee County,7.4
2012,November,Michigan,Marquette County,6.3
2012,November,Michigan,Gratiot County,7.5
2012,November,Michigan,Kalkaska County,10.1
2012,November,Michigan,Montmorency County,14.6
2012,November,Michigan,Saint Joseph County,7.5
2012,November,Michigan,Charlevoix County,9.7
2012,November,Michigan,Mackinac County,15
2012,November,Michigan,Washtenaw County,4.9
2012,November,Michigan,Dickinson County,7.3
2012,November,Michigan,Barry County,5.7
2012,November,Michigan,Arenac County,11.5
2012,November,Michigan,Tuscola County,9
2012,November,Michigan,Oscoda County,14.1
2012,November,Michigan,Wayne County,10.5
2012,November,Michigan,Roscommon County,11.9
2012,November,Michigan,Alpena County,8.4
2012,November,Michigan,Jackson County,7.4
2012,November,Michigan,Saginaw County,7.9
2012,November,Michigan,Missaukee County,7.7
2012,November,Michigan,Genesee County,8.9
2012,November,Michigan,Hillsdale County,8.1
2012,November,Michigan,Cheboygan County,12.2
2012,November,Michigan,Wexford County,9.7
2012,November,Michigan,Berrien County,7.8
2012,November,Michigan,Oceana County,11.6
2012,November,Michigan,Oakland County,7
2012,November,Michigan,Lapeer County,9.9
2012,November,Michigan,Cass County,7.1
2012,November,Michigan,Allegan County,6.1
2012,November,Michigan,Crawford County,10.6
2012,November,Michigan,Bay County,7.4
2012,November,Michigan,Emmet County,11.4
2012,November,Michigan,Grand Traverse County,7
2012,November,Michigan,Isabella County,6.1
2012,November,Michigan,Houghton County,7.1
2012,November,Michigan,Muskegon County,8.9
2012,November,Michigan,Lake County,11.9
2012,November,Michigan,Chippewa County,8.8
2012,November,Michigan,Clinton County,5
2012,November,Michigan,Manistee County,9.7
2012,November,Michigan,Osceola County,8.9
2012,November,Michigan,Ottawa County,5.4
2012,November,Michigan,Lenawee County,6.9
2012,November,Michigan,Ionia County,7.1
2012,November,Michigan,Sanilac County,8.7
2012,November,Michigan,Gogebic County,9.6
2012,November,Michigan,Delta County,9.3
2012,November,Michigan,Otsego County,10
2012,November,Michigan,Montcalm County,8.5
2012,November,Michigan,Monroe County,6.4
2012,November,Michigan,Shiawassee County,8.3
2012,November,Michigan,Iron County,8.5
2012,November,Michigan,Ingham County,6.6
2012,November,Michigan,Branch County,7.6
2012,November,Michigan,Saint Clair County,10.3
2012,November,Michigan,Schoolcraft County,11.2
2012,November,Michigan,Kalamazoo County,6.1
2012,November,Michigan,Keweenaw County,12.2
2012,November,Michigan,Ogemaw County,10
2012,November,Michigan,Leelanau County,6.7
2012,November,Michigan,Midland County,6.5
